study_id,title,status,phase,enrollment
NCT00116376,Study of AEE788 in Patients With Recurrent/Relapse Glioblastoma Multiforme (GBM),COMPLETED,PHASE1,64.0
NCT04359017,Systemic Absorption of Lidocaine After Hematoma Block,WITHDRAWN,PHASE4,0.0
NCT05742789,Effect of Anesthetics on Troponin I and С-reactive Protein,COMPLETED,PHASE1,255.0
NCT06024889,Acute Effects of Furosemide on Hemodynamics and Pulmonary Congestion in Acute Decompensated Heart Failure.,COMPLETED,PHASE1,20.0
NCT06731868,Safety and Efficacy of LPM3770164 Sustained-release Tablets in Patients With Tardive Dyskinesia,RECRUITING,PHASE1,120.0
NCT05797168,Phase I/IIa Study of AZD5335 as Monotherapy and Combination Therapy in Participants With Solid Tumors,RECRUITING,PHASE1,506.0
NCT05218668,Rho Kinase Inhibitor in Amyotrophic Lateral Sclerosis (REAL),ACTIVE_NOT_RECRUITING,PHASE2,40.0
NCT04615468,A Study of TQ-B3525 in Subjects With Relapsed/Refractory Peripheral T-cell Lymphoma（PTCL）,UNKNOWN,PHASE2,78.0
NCT00681668,Quetiapine in Postpartum Depression,TERMINATED,PHASE2,5.0
NCT01292668,Photodynamic Therapy Using Methyl-5-Aminolevulinate Hydrochloride Cream in Determining Pain Threshold in Patients With Skin Cancer,COMPLETED,PHASE1,21.0
NCT02092168,Pharmacokinetics of BIA 9-1067 and Its Metabolites in Healthy Male Elderly Subjects and in Healthy Male Young Subjects,COMPLETED,PHASE1,24.0
NCT05210868,A Phase I/II Study of CM355 in Patients With Relapsed or Refractory B-Cell Non-Hodgkin's Lymphoma (B-NHL),ACTIVE_NOT_RECRUITING,PHASE1,184.0
NCT06592768,"A Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Safety and Efficacy of Briquilimab in Participants With Allergic Asthma",TERMINATED,PHASE1,17.0
NCT07085468,A Study of LY3549492 in Healthy Weight Adult Participants,TERMINATED,PHASE2,1.0
NCT00191568,"Gemcitabine, Oxaliplatin and Radiotherapy in Treating Patients With Completely Resected Pancreatic Cancer",COMPLETED,PHASE2,45.0
NCT02201368,Triheptanoin Treatment Trial for Patients With Long-chain Fatty Acid Beta-oxidation Defects,WITHDRAWN,PHASE3,0.0
NCT01119768,Esomeprazole Treatment Co-diagnosed Non Erosive Reflux Disease (NERD) and Chronic Gastritis Patients,COMPLETED,PHASE4,305.0
NCT02863068,Topical Sodium Nitrite in Sickle Cell Disease and Leg Ulcers,TERMINATED,PHASE2,18.0
NCT01737268,Long-term Study of FK949E in Elderly Bipolar Disorder Patients,COMPLETED,PHASE3,20.0
NCT04197050,Effect of Sacubitril/Valsartan on Reduced Right Ventricular Ejection Fraction in Patients With CTD,UNKNOWN,PHASE4,60.0
NCT07437950,Comparing Different Treatment Lengths for Venetoclax in Older People With Newly Diagnosed Acute Myeloid Leukemia (A MyeloMATCH Treatment Trial),NOT_YET_RECRUITING,PHASE2,126.0
NCT02289950,A Study to Assess the Efficacy and Safety of Farletuzumab (MORAb 003) in Combination With Carboplatin Plus Paclitaxel or Carboplatin Plus Pegylated Liposomal Doxorubicin (PLD) in Participants With Low CA125 Platinum-sensitive Ovarian Cancer,COMPLETED,PHASE2,332.0
NCT06591091,Clemastine for Improving White Matter and Boosting Antidepressant Response in Late-life Depression,RECRUITING,PHASE2,80.0
NCT01355991,Effects of Anticholinergic or Long-Acting Beta 2 Agonist on FeNO and Pulmonary Function in SCI,UNKNOWN,PHASE1,40.0
NCT06165991,Liposomal and Standard Bupivacaine in Thoracic Paravertebral Block for Post-Thoracoscopic Pain,RECRUITING,PHASE4,496.0
NCT00906191,Study Evaluating How Quickly And To What Extent The 14-Carbon-SAM-531 Is Absorbed/Converted/Eliminated In Male Subjects,COMPLETED,PHASE1,6.0
NCT00369174,Rosiglitazone Maleate in Treating Patients With Oral Leukoplakia,COMPLETED,PHASE2,25.0
NCT01587118,An Open Label Pilot Study of Adjunctive Asenapine for the Treatment of Posttraumatic Stress Disorder,COMPLETED,PHASE4,18.0
NCT03089918,A Study to Investigate the Regional Brain Kinetics of Brain Drug Transporters Using P-glycoprotein and Breast Cancer Resistance Protein Substrates and by Using the Positron Emission Tomography Ligand 11C-JNJ-63779586 in the Human Brain,COMPLETED,PHASE1,11.0
NCT02722018,Study to Investigate the Effect of Formulation and Food on the Pharmacokinetics of GDC-0810,COMPLETED,PHASE1,45.0
NCT01958918,Efficacy of Ranibizumab Prn Treatment Compared to Aflibercept Bimonthly Intravitreal Injections on Retinal Thickness Stability in Patients With Wet AMD,COMPLETED,PHASE4,712.0
NCT06860490,HAIC Combined With Sintilimab Plus Bevacizumab Biosimilar for Advanced Hepatocellular Carcinoma (TASK-03),RECRUITING,PHASE2,164.0
NCT01956890,18F-FLT Positron Emission Tomography and Magnetic Resonance Imaging of the Breast,UNKNOWN,PHASE4,80.0
NCT02082197,An Efficacy and Safety Study of ABT-SLV176 for the Treatment of Hypogonadal Men,WITHDRAWN,PHASE3,0.0
NCT01776697,Phase 1 Study to Compare the Pharmacokinetic Characteristics and Food Effect of Pelubiprofen (30mg) Tablet IR TID and Pelubiprofen SR (as a Pelubiprofen 90 mg) Tablet QD in Healthy Subjects,COMPLETED,PHASE1,
NCT00714597,Evaluation of AVE5026 in the Prevention of Venous Thromboembolism in Acutely Ill Medical Patients With Restricted Mobility,TERMINATED,PHASE3,421.0
NCT04422210,"A Study Evaluating The Safety, Tolerability, Pharmacokinetics, And Efficacy Of Venetoclax In Combination With Atezolizumab, Carboplatin, And Etoposide In Participants With Untreated Extensive-Stage Small Cell Lung Cancer (ES-SCLC).",TERMINATED,PHASE1,2.0
NCT03491410,"Breast Cancer Active Surveillance, Alternative Option, Aspirin Included",UNKNOWN,PHASE2,60.0
NCT00099060,Lapatinib in Treating Patients With Recurrent Glioblastoma Multiforme,COMPLETED,PHASE1,24.0
NCT03548220,A Study to Evaluate Efficacy and Safety of AG-348 in Not Regularly Transfused Adult Participants With Pyruvate Kinase Deficiency (PKD),COMPLETED,PHASE3,80.0
NCT01843920,The Effect of Glaucoma Drops on of the Duration of a Pure Intraocular Gas Bubble,COMPLETED,NA,21.0
NCT03832582,Annexin Imaging in Dissection of the Descending Aorta,UNKNOWN,PHASE2,83.0
NCT02065882,"Pharmacokinetic, Efficacy and Safety of BT524 in Patients With Congenital Fibrinogen Deficiency",COMPLETED,PHASE3,67.0
NCT03108924,The Pharmacokinetics of Gefapixant (MK-7264) in Participants With Renal Insufficiency (MK-7264-026),COMPLETED,PHASE1,24.0
NCT00563823,Vatalanib in Treating Patients With Metastatic Cutaneous Melanoma That Cannot be Removed by Surgery,COMPLETED,PHASE2,34.0
NCT05178823,Short- and Long Term Antibacterial Effects of a Single Rinse With Different Mouthwashes: a Randomized Clinical Trial,COMPLETED,PHASE4,171.0
NCT05103423,Safety and Efficacy Study of BDB-001 Injection in Patients With Moderate to Severe Hidradenitis Suppurativa (HS),COMPLETED,PHASE1,50.0
NCT01950923,Sildenafil Citrate Before Surgery in Improving Kidney Function in Patients With Kidney Cancer,COMPLETED,PHASE1,30.0
NCT00470223,Combined Chemotherapy With or Without Zoledronic Acid for Patients With Osteosarcoma,ACTIVE_NOT_RECRUITING,PHASE3,318.0
NCT04294459,"Safety, Pharmacokinetics, and Preliminary Efficacy of Isatuximab in Patients Awaiting Kidney Transplantation",TERMINATED,PHASE1,23.0
NCT06060080,Efficacy and Safety of PEG-rhG-CSF Injection for Neutrophil Reconstitution Following AHSCT in Lymphoma/Multiple Myeloma,UNKNOWN,NA,7.0
NCT00389480,Study of AR-67 (Formerly DB-67) in Adult Patients With Refractory or Metastatic Solid Malignancies,COMPLETED,PHASE1,26.0
NCT04276480,Efficacy of Piperacillin-tazobactam as Empirical Antimicrobial Therapy for VAP Among ESBL-E Carriers.,COMPLETED,NA,9.0
NCT04848480,"A Research Study to Compare a New Weekly Insulin, Insulin Icodec, and an Available Daily Insulin, Insulin Degludec, Both in Combination With Mealtime Insulin in People With Type 1 Diabetes (ONWARDS 6)",COMPLETED,PHASE3,582.0
NCT04230980,Gabapentin for Post-Operative Pain Control and Narcotic Reduction in Scrotal Surgery,COMPLETED,PHASE3,74.0
NCT00657579,Safety and Efficacy Study of DE-104 Ophthalmic Solution to Treat Open-Angle Glaucoma or Ocular Hypertension,COMPLETED,PHASE2,
NCT00536679,Relative Bioavailability and Food Effect Study for GSK163090 in Healthy Male and Female Volunteers,COMPLETED,PHASE1,16.0
NCT01711879,Use of Intravitreal Aflibercept Injection for Neovascular Glaucoma,COMPLETED,NA,7.0
NCT06789679,Albumin-Bound Paclitaxel and Gemcitabine With or Without S-1 as First-Line Treatment for Advanced Pancreatic Cancer,RECRUITING,PHASE2,128.0
NCT02254096,"Safety, Pharmacokinetics and Pharmacodynamics of BIRT 1696 BS in Healthy Human Subjects",COMPLETED,PHASE1,46.0
NCT00439062,Treatment of Rheumatoid Arthritis With Roxithromycin,COMPLETED,PHASE4,100.0
NCT06550362,Daily Iron vs Every-other-day Iron for Pediatric Patients With IDA,NOT_YET_RECRUITING,PHASE4,100.0
NCT03245762,Intranasal Oxytocin for Infants With Prader-Willi Syndrome,COMPLETED,PHASE1,15.0
NCT01477762,Cortisol Suppression and Startle Responses in Posttraumatic Stress Disorder (PTSD),COMPLETED,NA,165.0
NCT02704962,Olanzapine vs. Low-dose Olanzapine Plus Trifluoperazine,COMPLETED,PHASE4,94.0
NCT01531062,Effect of Nigella Sativa on Lipid Profiles in Elderly,COMPLETED,PHASE2,96.0
NCT01371162,A Study of RO5428029 in Healthy Volunteers and Patients With Chronic Hepatitis C,COMPLETED,PHASE1,42.0
NCT04356846,A Phase I Study of LP-108 in Patients With Relapsed or Refractory B-cell Lymphoma,UNKNOWN,PHASE1,74.0
NCT01388946,Analgesia in Laparoscopic Cholecystectomy,COMPLETED,NA,110.0
NCT00936546,"A Protocol Based Treatment for Debilitating Fibrosing Skin Disorders With (Anti-CD 20), Rituximab, Evaluating Safety and Efficacy",COMPLETED,PHASE2,3.0
NCT01232946,Cooperation of Insulin and GLP-1 on Myocardial Glucose Uptake,COMPLETED,NA,30.0
NCT00397046,A Study Of The Safety And Tolerability Of HKI-272 Administered Orally To Japanese Subjects With Advanced Solid Tumors,COMPLETED,PHASE1,21.0
NCT05303688,Does Preventive Dexketoprofen Reduce Pain After Orthognathic Surgery,COMPLETED,NA,30.0
NCT04327388,Sarilumab COVID-19,COMPLETED,PHASE3,420.0
NCT01215344,First Autologous Transplant on Minimal Residual Disease Markers in Previously Untreated Myeloma Undergoing Initial Treatment With Velcade,COMPLETED,PHASE2,36.0
NCT07585734,Clinical Trial of CD38 Monoclonal Antibody Combined With Chemotherapy for T-Cell Acute Lymphoblastic Leukemia,WITHDRAWN,PHASE1,0.0
NCT00449709,A Study To Assess The Pharmacokinetics Of Different Modified Release Formulations Of GSK221149 In Healthy Adult Subjects,TERMINATED,PHASE1,36.0
NCT02445599,"Diclofenac Premedication, as the Effect of Preemptive Analgesia After Post-thoracotomy Chest and Shoulder Pain",COMPLETED,PHASE4,3.0
NCT01503632,Assessing Compliance With Mercaptopurine Treatment in Younger Patients With Acute Lymphoblastic Leukemia in First Remission,COMPLETED,PHASE3,570.0
NCT00888732,"A Comparison of Pharmacodynamics and Pharmacokinetics of Insulin Aspart, BIAsp70, BIAsp50 and Fast-acting Human Insulin",COMPLETED,PHASE3,24.0
NCT04294732,Efficacy of Popliteal Block and Bupivacaine Concentration Used for Analgesia in Foot and Ankle Surgery,COMPLETED,PHASE4,68.0
NCT00870532,Study of Combination of Metronomic Oral Vinorelbine and Sorafenib in Patients With Advanced Non-small Cell Lung Cancer,COMPLETED,PHASE1,52.0
NCT00048932,A Phase III Study of BMS-188667 in Subjects With Active Rheumatoid Arthritis,COMPLETED,PHASE3,1795.0
NCT05243693,Brentuximab Vedotin Plus DHAP in Relapsed or Refractory Hodgkin's Lymphoma,UNKNOWN,PHASE2,30.0
NCT02652793,Simplification From Tenofovir Plus Lamivudine or Emtricitabine Plus Ritonavir-Boosted-Protease Inhibitor to Ritonavir-Boosted-Atazanavir Plus Lamivudine in Virologically-Suppressed-HIVInfected Adults With Osteopenia,COMPLETED,NA,31.0
NCT01901393,Efficacy of Intravenous Ibuprofen Compared to Intravenous Ketorolac for Pain Control Following Arthroscopic Knee Surgery,COMPLETED,PHASE4,100.0
NCT00093093,Study of Viramidine to Ribavirin in Patients With Chronic Hepatitis C Who Are Treatment Naive,COMPLETED,PHASE3,900.0
NCT02920593,A Randomized Control Trial of Vitamin D Prophylaxis in the Prevention of Hypertensive Disorders of Pregnancy,UNKNOWN,PHASE4,412.0
NCT05590793,Effects of Triptorelin Pamoate 6-month When Given to Adult Chinese Participants With Advanced Cancer in the Prostate,COMPLETED,PHASE3,195.0
NCT07187193,Efficacy and Safety of Low-Dose Cytarabine Combined With Thalidomide in Adult Patients With Untreated LCH,RECRUITING,PHASE2,50.0
NCT05737693,Enhancing Week-long Psychological Treatment for PTSD With Ketamine,RECRUITING,PHASE2,162.0
NCT07651293,Using Fenfluramine to Test the Serotonin Deficiency Theory of Depression,NOT_YET_RECRUITING,NA,46.0
NCT07595393,A Dose-Finding Study of Amogammadex Sodium for Reversing Vecuronium and Rocuronium-Induced Neuromuscular Blockade,NOT_YET_RECRUITING,PHASE2,64.0
NCT02641821,Effect of Nifedipine GITS in Patients With Mild-to-moderate Primary Hypertension,UNKNOWN,PHASE4,700.0
NCT00528021,A Study Evaluating the Safety and Efficacy of BGC20-0582 Lice Treatment Gel for Head Lice Infestation,COMPLETED,PHASE2,230.0
NCT05498714,Improved Bowel Cleansing Method for Colonoscopy Based on High Risk Population of Bowel Preparation,UNKNOWN,NA,150.0
NCT00491114,Intravesical Chemotherapy Treatment of Superficial Bladder Cancer,COMPLETED,PHASE2,8.0
NCT01354314,Study of Paroxetine and Fluconazole for the Treatment of HIV Associated Neurocognitive Disorder,COMPLETED,PHASE1,45.0
NCT03516214,EGF816 and Trametinib in Patients With Non-small Cell Lung Cancer Harboring Activating EGFR Mutations,COMPLETED,PHASE1,18.0
NCT03674814,Study of Drug 1 (Enzalutamide) Plus Drug 2 (Relacorilant) for Patients With Prostate Cancer,COMPLETED,PHASE1,42.0
NCT02958514,Efficacy Comparison of Two Kinds of Treatment in Treating Dry Eye Caused by Meibomian Gland Dysfunction,COMPLETED,NA,20.0
NCT04819516,Study of the Safety and Effectiveness of HIFU Combined With REGOTORI for Metastatic Colorectal Cancer,UNKNOWN,PHASE1,10.0
NCT00783016,Effect of Pain Control on the Diagnosis of Acute Appendicitis on the Diagnostic Accuracy of General Surgeon,COMPLETED,PHASE4,234.0
NCT01565616,Bone Marrow Transplantation in Young Adults With Severe Sickle Cell Disease,COMPLETED,PHASE2,22.0
NCT00853216,Fasting Study of Oxycodone Hydrochloride 30 mg Tablets and Roxicodone™ 30 mg Tablets,COMPLETED,PHASE1,38.0
NCT02379416,Combination Nilotinib and Paclitaxel in Adults With Relapsed Solid Tumors,COMPLETED,PHASE1,47.0
NCT01655316,Oral Verapamil in Acute Paroxysmal Supra Ventricular Tachycardia(PSVT) Recurrence Control,COMPLETED,PHASE4,90.0
NCT02878616,Study in End-stage Renal Disease Patients Awaiting Kidney Transplant to Investigate the Potential Effect of IVIG Treatment on the Pharmacokinetics and Pharmacodynamics of LFG316,COMPLETED,PHASE1,8.0
NCT04303416,Plasma Exchange With Albumin in AMN Patients,COMPLETED,PHASE2,5.0
NCT06375616,Comparison of Nafamostat and Unfractionated Heparin in RRT for Sepsis Associated AKI,NOT_YET_RECRUITING,PHASE4,156.0
NCT05433116,Pembrolizumab and Lenvatinib After Definitive Chemoradiation of Locally Advanced HNSCC,ACTIVE_NOT_RECRUITING,PHASE2,50.0
NCT02668016,Self-Assessment Method for Statin Side-effects Or Nocebo,COMPLETED,PHASE4,60.0
NCT01004406,"Plaque Regression and Progenitor Cell Mobilization With Intensive Lipid Elimination Regimen (PREMIER), Phase I",COMPLETED,PHASE3,59.0
NCT03417206,PRD-guided Analgesia During FESS for Intraoperative Blood Loss,UNKNOWN,NA,120.0
NCT07046806,Oral Deucrictibant for Prophylactic and Acute Treatment in Hereditary Angioedema Patients,RECRUITING,PHASE1,10.0
NCT01549106,"IPI-145 Single Ascending, Multiple Ascending, Food Effect and Drug-Drug-Interaction Study",COMPLETED,PHASE1,106.0
NCT04576806,Physiological Effects of 38°C vs. 22°C Fluid Therapy in Critically Ill Patients,WITHDRAWN,NA,0.0
NCT02483104,Veliparib in Combination With Carboplatin And Weekly Paclitaxel in Japanese Subjects With Ovarian Cancer,COMPLETED,PHASE1,9.0
NCT00274404,Controlled Trial of Valacyclovir in Infectious Mononucleosis,COMPLETED,PHASE1,20.0
NCT05376904,A Trial of HR18034 for Postoperative Analgesia in Subjects Undergoing Hemorrhoidectomy.,COMPLETED,PHASE2,86.0
NCT06258304,A Dose Escalation and Expansion Study of GIGA-564 in Participants With Locally Advanced or Metastatic Solid Tumor Malignancies,RECRUITING,PHASE1,60.0
NCT06218004,Envafolimab Combined With Chemotherapy in Neoadjuvant and Conversion Therapy for Head and Neck Squamous Cell Carcinoma,UNKNOWN,PHASE2,40.0
NCT06092684,The Efficacy and Safety of Esketamine in Elective Laparoscopic Surgery,COMPLETED,PHASE3,358.0
NCT01710033,"A Study Of CP-690,550 In Stable Kidney Transplant Patients",COMPLETED,PHASE1,28.0
NCT06066333,Study of Radiotherapy and Pembrolizumab in People With Adrenocortical Carcinoma,RECRUITING,PHASE2,12.0
NCT04672252,The Use of Cannabidiol (CBD) in Pain Reduction and Opioid Use After Shoulder Arthroscopy,COMPLETED,PHASE2,100.0
NCT02796352,A Phase II Study of High Dose Bolus IL2 in Patients With Inoperable Stage III or Stage IV Melanoma Who Have Failed Prior Anti-PD1 Immunotherapy: Efficacy and Biomarker Study,TERMINATED,PHASE2,1.0
NCT03460652,KP415 Open-Label Safety Study in Children (6-12 Years of Age) With ADHD,COMPLETED,PHASE3,282.0
NCT03242252,"Safety and Efficacy Study of Sotagliflozin on Glucose Control in Participants With Type 2 Diabetes, Moderate Impairment of Kidney Function, and Inadequate Blood Sugar Control",COMPLETED,PHASE3,787.0
NCT00864747,A Relative Bioavailability Study of Propranolol HCl 160 mg Tablets Under Non-fasting Conditions,COMPLETED,PHASE1,60.0
NCT01760447,A Pooled Analysis of the Safety and Efficacy of MK-0431A and MK-0431A XR in Pediatric Participants With Type 2 Diabetes Mellitus With Inadequate Glycemic Control on Metformin Therapy (Alone or in Combination With Insulin) (MK-0431A-170/MK-0431A-289),COMPLETED,PHASE3,223.0
NCT01791647,Myo-inositol Versus Metformin in Obese Women With Polycystic Ovary Syndrome,COMPLETED,NA,40.0
NCT06441747,Phase II Study of the Combination of Durvalumab (MEDI4736) (PDL1 Inhibitor) and Olaparib (PARP Inhibitor) in Advanced Cholangiocarcinoma After Initial Chemotherapy and Durvalumab (BIL-PPP),RECRUITING,PHASE2,40.0
NCT03779347,Schistosomiasis Diagnosis Using a CAA Antigen Test,UNKNOWN,PHASE3,100.0
NCT00788749,Medical Polypectomy and Predictors of Response,COMPLETED,PHASE4,60.0
NCT02959749,Osimertinib or Docetaxel-bevacizumab as Third-line Treatment in EGFR T790M Mutated Non-Small Cell Lung Cancer,COMPLETED,PHASE2,147.0
NCT00003238,Perillyl Alcohol in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,COMPLETED,PHASE2,
NCT03549338,Sym004 Versus Futuximab or Modotuximab in Patients With mCRC,TERMINATED,PHASE2,2.0
NCT04989855,Fruquintinib Plus PD-1 Antibody in pMMR / MSS Locally Advanced Rectal Cancer (LARC) With High Immune Score,UNKNOWN,PHASE2,48.0
NCT00259155,Rifaximin for the Treatment of Irritable Bowel Syndrome,COMPLETED,PHASE2,92.0
